207291606,-3.0935211181640625,-1.025765061378479,-15.039552688598633,100.41029357910156
207293742,-3.093630313873291,-1.0258761644363403,-15.039602279663086,100.41027069091797
207295838,-3.0936667919158936,-1.025882601737976,-15.039597511291504,100.41026306152344
207297954,-3.0936272144317627,-1.0258948802947998,-15.039525985717773,100.41029357910156
207300089,-3.093674898147583,-1.0257492065429688,-15.039575576782227,100.41019439697266
207302185,-3.093696355819702,-1.0257266759872437,-15.039665222167969,100.41017150878906
207304301,-3.093728542327881,-1.025660514831543,-15.039803504943848,100.41011047363281
207306436,-3.093797206878662,-1.0256301164627075,-15.039721488952637,100.41008758544922
207308532,-3.0938992500305176,-1.025775671005249,-15.039815902709961,100.41023254394531
207310648,-3.093930721282959,-1.025773048400879,-15.039831161499023,100.41021728515625
207312783,-3.093918800354004,-1.0258082151412964,-15.039785385131836,100.41021728515625
207314879,-3.094226360321045,-1.0256460905075073,-15.039703369140625,100.41021728515625
207316995,-3.0941009521484375,-1.0256813764572144,-15.039568901062012,100.41021728515625
207319130,-3.0943031311035156,-1.025727391242981,-15.039626121520996,100.4101791381836
207321226,-3.094364643096924,-1.0258411169052124,-15.039687156677246,100.41021728515625
207323342,-3.0945169925689697,-1.025848388671875,-15.039754867553711,100.41012573242188
207325477,-3.094463348388672,-1.0257408618927002,-15.039730072021484,100.41012573242188
207327574,-3.0945990085601807,-1.0258163213729858,-15.039745330810547,100.41007232666016
207329689,-3.094548225402832,-1.0257158279418945,-15.039773941040039,100.41001892089844
207331824,-3.0945351123809814,-1.0256869792938232,-15.039774894714355,100.40999603271484
207333921,-3.0946879386901855,-1.025695562362671,-15.03980541229248,100.41004180908203
207336036,-3.0947389602661133,-1.0257319211959839,-15.039783477783203,100.40998840332031
207338171,-3.0947301387786865,-1.025701642036438,-15.039688110351562,100.40998077392578
207340268,-3.0946333408355713,-1.0258547067642212,-15.039674758911133,100.41004180908203
207342384,-3.094756841659546,-1.0258277654647827,-15.039775848388672,100.40985870361328
207344519,-3.0950961112976074,-1.025848627090454,-15.039772033691406,100.40989685058594
207346615,-3.0949547290802,-1.0262951850891113,-15.039763450622559,100.40977478027344
207348731,-3.0949838161468506,-1.0261986255645752,-15.039864540100098,100.40972137451172
207350866,-3.095059871673584,-1.0263946056365967,-15.03988265991211,100.40968322753906
207352962,-3.0950255393981934,-1.0262932777404785,-15.039950370788574,100.40977478027344
207355077,-3.0950350761413574,-1.0262700319290161,-15.039905548095703,100.40975952148438
207357213,-3.0950098037719727,-1.026267170906067,-15.039937019348145,100.40975952148438
207359309,-3.095041275024414,-1.026146650314331,-15.039749145507812,100.40986633300781
207361425,-3.095141887664795,-1.0260473489761353,-15.039859771728516,100.4097671508789
207363560,-3.0951154232025146,-1.0260435342788696,-15.039898872375488,100.40982055664062
207365656,-3.09519362449646,-1.0260950326919556,-15.039973258972168,100.40990447998047
207367772,-3.0952401161193848,-1.0260003805160522,-15.039880752563477,100.40982818603516
207369907,-3.095288038253784,-1.025974988937378,-15.03990364074707,100.40972900390625
207372003,-3.0952088832855225,-1.0260087251663208,-15.039910316467285,100.40973663330078
207374119,-3.0952248573303223,-1.025908350944519,-15.039987564086914,100.40962982177734
207376254,-3.09517765045166,-1.0259130001068115,-15.03999137878418,100.4095687866211
207378350,-3.0952529907226562,-1.0259164571762085,-15.039993286132812,100.40951538085938
207380466,-3.09531307220459,-1.0258510112762451,-15.039900779724121,100.4094467163086
207382601,-3.095052480697632,-1.0258541107177734,-15.039825439453125,100.40948486328125
207384697,-3.0950331687927246,-1.0257928371429443,-15.039860725402832,100.4094467163086
207386813,-3.0950255393981934,-1.0258029699325562,-15.039833068847656,100.40935516357422
207388949,-3.0949525833129883,-1.0257508754730225,-15.03980827331543,100.40938568115234
207391045,-3.094728946685791,-1.0256760120391846,-15.039759635925293,100.409423828125
207393160,-3.0945630073547363,-1.0256891250610352,-15.039628982543945,100.40938568115234
207395295,-3.094458818435669,-1.0256356000900269,-15.03956127166748,100.40948486328125
207397392,-3.0943222045898438,-1.0256270170211792,-15.039616584777832,100.40947723388672
207399507,-3.0941390991210938,-1.0256211757659912,-15.039617538452148,100.40948486328125
207401642,-3.0940771102905273,-1.0255138874053955,-15.03969669342041,100.40955352783203
207403739,-3.0939793586730957,-1.0255228281021118,-15.039618492126465,100.40961456298828
